station_code,country,lat,lon,n_obs
ESOIA102,ES,43.30339,-1.88530,12
ESOIO-EMB,ES,,,3
ESOIOIA-R02,ES,,,4
ESOIOIA-R03,ES,,,3
ESOIOIA-R04,ES,,,2
ESOKA075,ES,43.29119,-2.68805,1
ESOKA114,ES,43.30731,-2.67423,12
ESOKAIG-R01,ES,,,1
ESOKAIG-R03,ES,,,5
ESOKAIG-R04,ES,,,5
ESOKAIG-R07,ES,,,3
ESOKG120,ES,43.32045,-2.66382,2
ESOKGOL-R01,ES,,,1
ESOKGOL-R02,ES,,,3
ESOKKAN-R01,ES,,,1
ESOKMAP-R02,ES,,,3
ESOKMAP-R03,ES,,,4
ESOKMUX-R01,ES,,,3
ESOKMUX-R02,ES,,,4
ESOKOKA-R02,ES,,,3
ESOKR020,ES,43.40675,-2.72913,5
ESOLE382,ES,43.20834,-2.01545,2
ESORI055,ES,42.96921,-2.29575,1
ESORI258,ES,43.08107,-2.15273,8
ESORI260,ES,43.08413,-2.12601,1
ESORI424,ES,43.16363,-2.06969,1
ESORI490,ES,43.20938,-2.03284,9
ESORI606,ES,43.27119,-2.05695,3
ESOSA045,ES,43.12386,-2.09205,1
ESOZI042,ES,43.27786,-2.16742,1
ESSE0890E301,ES,38.24810,-1.61847,1
ESSE0954A304,ES,37.72370,-1.45840,2
ESUIB154,ES,43.17335,-2.25614,2
ESUIG052,ES,43.29997,-2.02139,1
ESULA040,ES,43.26305,-2.27595,2
ESULERR-R01,ES,,,2
ESULN061,ES,43.25633,-1.94667,2
ESULURO-R01,ES,,,1
ESULURO-R03,ES,,,1
ESURO026,ES,43.00670,-2.32951,1
ESURO106,ES,43.07257,-2.33058,4
ESURO158,ES,43.10854,-2.31887,5
ESURO210,ES,43.13235,-2.35139,6
ESURO320,ES,43.17570,-2.27878,5
ESURO400,ES,43.22566,-2.25824,11
ESURO520,ES,43.26701,-2.23419,17
ESURU288,ES,43.22415,-1.92436,2
ESURU400,ES,43.25621,-1.97138,9
FI1019,FI,65.49970,27.94150,1
FI11747,FI,60.93490,26.66840,1
FI1285,FI,60.50960,24.21490,1
FI24417,FI,63.75920,28.49240,2
FI24487,FI,63.16220,30.69220,4
FI24491,FI,63.16910,30.71430,6
FI26935,FI,64.06270,23.65540,8
FI32134,FI,64.56960,28.33340,1
FI36341,FI,66.08190,24.79540,1
FI37708,FI,66.46040,26.07760,1
FI4392,FI,62.93860,22.48600,1
FI4618,FI,62.57870,22.37110,1
FI53150,FI,61.65760,21.66320,2
FISW-10,FI,65.66177,25.07554,4
FISW-1018,FI,65.28298,26.54210,2
FISW-1023,FI,65.60558,25.20121,2
FISW-1060,FI,68.89525,28.39534,5
FISW-1061,FI,61.46328,23.43765,3
FISW-11,FI,65.79239,24.54483,6
FISW-116,FI,61.86380,21.53758,4
FISW-120,FI,61.45611,21.87087,7
FISW-121,FI,,,2
FISW-126,FI,60.87188,22.40961,2
FISW-131,FI,,,8
FISW-133,FI,60.46183,22.67684,7
FISW-135,FI,60.39125,23.13168,7
FISW-137,FI,60.13315,23.15433,4
FISW-15,FI,68.23469,23.15399,2
FISW-1509,FI,60.97072,27.30468,1
FISW-18,FI,65.96357,24.04262,3
FISW-1804,FI,64.57197,26.78171,2
FISW-20,FI,69.78447,26.99971,1
FISW-21,FI,69.93080,27.13648,4
FISW-2288,FI,61.28391,25.59587,8
FISW-24,FI,68.61246,27.46247,1
FISW-25,FI,69.37407,25.81223,4
FISW-2748,FI,63.58421,22.83861,2
FISW-2751,FI,63.64028,22.81593,1
FISW-3,FI,66.70585,25.46384,1
FISW-3109,FI,63.55137,23.69918,1
FISW-4155,FI,63.76205,28.50563,1
FISW-4610,FI,66.38238,23.76741,1
FISW-48,FI,67.08541,27.52816,1
FISW-6,FI,67.87507,24.85808,1
FISW-7,FI,66.00465,25.44997,1
FISW-739,FI,61.41152,29.40060,3
FISW-740,FI,60.49346,26.45096,5
FISW-742,FI,60.67515,26.76730,8
FISW-743,FI,60.50854,26.87842,3
FISW-745,FI,60.88602,28.38660,3
FISW-748,FI,60.36917,25.56294,12
FISW-749,FI,60.08735,23.63833,6
FISW-750,FI,60.44236,25.60840,8
FISW-752,FI,60.23736,24.98510,9
FISW-764,FI,61.57152,25.96351,1
FISW-775,FI,60.65689,27.90019,4
FISW-777,FI,61.19673,28.78016,2
FISW-778,FI,61.12494,28.81189,4
FISW-809,FI,63.30926,30.02548,1
FISW-826,FI,60.50027,25.94249,2
FISW-84,FI,62.25289,21.51003,4
FISW-840,FI,60.50679,26.93012,3
FISW-844,FI,60.56591,27.09846,2
FISW-872,FI,62.61488,29.24573,2
FISW-88,FI,63.52519,22.52824,8
FISW-91,FI,62.46387,21.35392,2
FISW-92,FI,63.85440,23.21967,6
FISW-94,FI,,,7
FISW-943,FI,64.25839,23.94196,7
FISW-945,FI,64.46193,24.26659,4
FISW-947,FI,,,8
FISW-948,FI,64.40368,27.84497,1
FISW-955,FI,65.17971,25.35646,4
FISW-958,FI,65.33439,25.41166,2
FISW-964,FI,66.36917,29.31183,1
FISW-965,FI,66.30323,29.14490,1
FISW-993,FI,63.91657,24.91834,1
FISW-999,FI,64.71775,24.96009,2
FR01001283,FR,50.24020,3.59173,3
FR01014000,FR,50.32300,3.42982,1
FR01015000,FR,50.32780,3.49681,1
FR01017000,FR,50.45380,3.56519,3
FR01019000,FR,50.50080,3.44460,4
FR01052000,FR,50.52260,2.17360,1
FR01055500,FR,50.62370,2.68521,1
FR01097500,FR,50.43040,1.90652,2
FR01111500,FR,51.04530,2.38465,3
FR01114000,FR,50.92670,1.86932,2
FR01124000,FR,49.74120,3.14014,3
FR02089900,FR,49.27800,6.16984,1
FR02096000,FR,48.79320,7.00455,1
FR02099500,FR,49.08710,7.10795,6
FR02100800,FR,49.13190,7.36266,1
FR02114000,FR,49.54160,5.15861,3
FR02117000,FR,49.69330,4.87437,3
FR02123000,FR,50.11470,4.78478,4
FR03047490,FR,48.43240,2.46097,3
FR03068170,FR,48.33220,2.10220,1
FR04072700,FR,46.44670,2.17729,3
FR04108700,FR,47.64830,0.16041,1
FR04110800,FR,48.46380,0.19493,2
FR04120000,FR,47.93420,-0.41790,1
FR04172300,FR,48.65380,-3.24156,1
FR05005610,FR,46.21290,-0.16858,1
FR05025050,FR,45.61050,-0.76715,1
FR05030000,FR,45.04020,-0.14152,2
FR05111000,FR,43.25330,0.43359,1
FR05111100,FR,43.11740,0.36918,2
FR05132000,FR,43.77050,1.97697,3
FR05136000,FR,43.49830,2.38212,2
FR05168000,FR,42.97800,1.87443,1
FR05234980,FR,43.29680,0.08270,4
FRAR01001336,FR,50.33615,3.73799,7
FRAR01010000,FR,50.10450,3.24759,4
FRAR01012000,FR,50.21628,3.27479,1
FRAR01016000,FR,50.42597,3.58112,9
FRAR01024000,FR,50.28105,3.31243,5
FRAR01027000,FR,50.28647,3.39020,6
FRAR01028000,FR,50.27050,3.46761,6
FRAR01029000,FR,50.29237,3.56567,7
FRAR01032000,FR,50.43935,3.63405,1
FRAR01035000,FR,50.30203,2.76384,9
FRAR01037000,FR,50.33567,3.02167,6
FRAR01041000,FR,50.47017,3.46609,10
FRAR01045000,FR,50.28304,3.04317,4
FRAR01046000,FR,50.32242,3.07226,6
FRAR01053000,FR,50.61859,2.21204,2
FRAR01056000,FR,50.67716,2.83518,9
FRAR01059000,FR,50.77639,3.04305,6
FRAR01063900,FR,50.64221,2.41333,5
FRAR01066000,FR,50.62454,2.54266,5
FRAR01069000,FR,50.53841,2.57421,7
FRAR01071000,FR,50.46493,2.52845,6
FRAR01079000,FR,50.54651,2.92064,5
FRAR01089000,FR,50.92018,2.62292,4
FRAR01090000,FR,50.80167,1.62745,3
FRAR01092000,FR,50.68114,1.76749,5
FRAR01094000,FR,50.40012,1.97602,1
FRAR01097000,FR,50.39757,2.10262,5
FRAR01100000,FR,50.30452,1.91858,5
FRAR01101000,FR,50.70752,2.22720,1
FRAR01102000,FR,50.78977,2.25057,6
FRAR01104000,FR,50.94449,2.14562,8
FRAR01108000,FR,51.00257,2.38369,1
FRAR01115000,FR,50.83358,2.08671,7
FRAR01116000,FR,49.88004,3.31717,4
FRAR01119100,FR,49.86045,2.93400,7
FRAR01120000,FR,49.93670,2.71818,8
FRAR01129000,FR,50.06841,1.87222,5
FRAR01133000,FR,49.93336,2.51391,7
FRAR01134500,FR,49.77133,2.47658,6
FRAR01138300,FR,49.75026,2.02301,7
FRAR01139000,FR,50.01255,2.08078,5
FRAR01140500,FR,50.01466,1.99484,4
FRAR01141000,FR,50.11517,1.83277,5
FRAR01141100,FR,50.27396,1.66365,4
FRB1R02106500,FR,48.06817,5.54380,5
FRB1R02106600,FR,48.24089,5.61447,14
FRB1R02106900,FR,48.40246,5.73336,11
FRB1R02107900,FR,48.66447,5.61111,9
FRB1R02109000,FR,48.87026,5.54100,6
FRB1R02112000,FR,49.21079,5.36928,8
FRB1R02113000,FR,49.41334,5.19096,7
FRB1R02115000,FR,49.65338,5.00030,6
FRB1R02115625,FR,49.51041,5.81506,7
FRB1R02115650,FR,49.48376,5.70202,8
FRB1R02115675,FR,49.38067,5.74643,11
FRB1R02115685,FR,49.41075,5.71802,7
FRB1R02115762,FR,49.48975,5.51997,13
FRB1R02115775,FR,49.52559,5.46013,5
FRB1R02115790,FR,49.31676,5.68092,7
FRB1R02115900,FR,49.48058,5.32991,8
FRB1R02115950,FR,49.61447,5.31916,8
FRB1R02116000,FR,49.65206,5.13351,7
FRB1R02116600,FR,49.68792,4.98784,2
FRB1R02117575,FR,49.55479,4.82313,6
FRB1R02118000,FR,49.73845,4.77488,11
FRB1R02118300,FR,49.84880,4.39854,5
FRB1R02120000,FR,49.86291,4.78669,11
FRB1R02122200,FR,49.99648,4.68441,1
FRB1R02122800,FR,50.09161,4.71154,5
FRB1R02123500,FR,50.11889,4.85474,7
FRB1R02124000,FR,50.16912,4.82497,8
FRB2R01001122,FR,50.11710,4.17641,3
FRB2R01001452,FR,50.23909,3.89416,7
FRB2R01001503,FR,50.26874,4.18401,2
FRB2R01004000,FR,50.29789,4.10222,12
FRB2R01006000,FR,50.14276,3.73799,4
FRB2R01008000,FR,50.14870,3.81653,8
FRB2R01009000,FR,50.23973,4.01805,8
FRB2R01009300,FR,50.03519,3.70282,5
FRCR02000010,FR,47.65238,7.52341,20
FRCR02000011,FR,47.66077,7.52263,7
FRCR02001000,FR,47.63879,7.51439,9
FRCR02001025,FR,47.68160,7.38696,3
FRCR02001050,FR,48.31250,7.71347,7
FRCR02001700,FR,48.68153,7.91978,6
FRCR02001715,FR,48.18745,7.54880,7
FRCR02002000,FR,47.61552,7.21809,5
FRCR02003350,FR,47.53952,7.17510,13
FRCR02005700,FR,47.74562,7.23275,9
FRCR02010000,FR,47.82692,7.26490,14
FRCR02013000,FR,47.96764,7.39857,3
FRCR02016050,FR,47.92344,7.19684,5
FRCR02018000,FR,48.01593,7.33082,4
FRCR02018500,FR,48.15085,7.42284,5
FRCR02018780,FR,48.05406,7.06153,7
FRCR02021000,FR,48.18701,7.40088,5
FRCR02025500,FR,48.35528,7.58024,12
FRCR02028000,FR,48.39486,7.40267,6
FRCR02028300,FR,48.33857,7.46015,8
FRCR02030200,FR,48.45725,7.55284,3
FRCR02032000,FR,48.53526,7.43670,2
FRCR02037400,FR,48.64353,7.70443,4
FRCR02038000,FR,48.65460,7.83092,6
FRCR02041650,FR,48.91855,7.59257,5
FRCR02043600,FR,48.76439,7.42096,9
FRCR02045000,FR,48.76134,7.95142,7
FRCR02045050,FR,48.80998,8.00986,12
FRCR02045150,FR,49.04433,7.75704,6
FRCR02045350,FR,48.88409,7.77646,9
FRCR02046000,FR,48.86572,8.08586,6
FRCR02047300,FR,48.95895,8.19784,3
FRCR02047500,FR,49.04317,7.90277,7
FRCR02048980,FR,47.89201,6.73934,7
FRCR02049900,FR,48.05790,6.70336,3
FRCR02051600,FR,48.18508,6.76098,5
FRCR02052500,FR,48.12800,6.51566,6
FRCR02055580,FR,48.52303,6.26829,7
FRCR02056200,FR,48.55046,6.24615,10
FRCR02057000,FR,48.60105,6.15165,3
FRCR02057250,FR,48.27751,6.13547,6
FRCR02057600,FR,48.52875,6.13968,7
FRCR02058000,FR,48.57565,6.10780,7
FRCR02060750,FR,48.74566,6.06679,7
FRCR02061500,FR,48.18442,6.97526,5
FRCR02064770,FR,48.38457,6.94565,8
FRCR02065090,FR,48.51231,7.10176,9
FRCR02067150,FR,48.52372,6.59831,9
FRCR02067600,FR,48.53980,6.72907,5
FRCR02067800,FR,48.57950,6.62838,5
FRCR02068800,FR,48.39717,6.58469,4
FRCR02070250,FR,48.56176,6.38913,11
FRCR02070750,FR,48.67329,6.55946,5
FRCR02070900,FR,48.64286,6.44042,7
FRCR02072700,FR,48.68762,6.20670,9
FRCR02074000,FR,48.74627,6.16637,3
FRCR02076180,FR,48.85260,5.93184,3
FRCR02076800,FR,48.95396,6.04996,7
FRCR02077200,FR,48.90724,5.80553,8
FRCR02081000,FR,48.79638,6.66959,6
FRCR02081100,FR,48.87885,6.59583,3
FRCR02082350,FR,48.94101,6.12433,9
FRCR02085325,FR,49.17183,5.68133,9
FRCR02085850,FR,49.14418,5.83785,1
FRCR02089000,FR,49.25390,6.06582,9
FRCR02092000,FR,49.32821,6.15227,1
FRCR02094700,FR,49.39839,6.31056,10
FRCR02094800,FR,49.47040,6.30580,6
FRCR02094900,FR,49.44907,6.34683,13
FRCR02094920,FR,49.45864,6.38745,6
FRCR02094930,FR,49.45452,6.07835,5
FRCR02094950,FR,49.48538,5.96611,5
FRCR02094970,FR,48.54784,7.12669,11
FRCR02095600,FR,48.77217,7.05946,3
FRCR02096750,FR,48.91152,7.01129,5
FRCR02096900,FR,48.96973,7.03892,13
FRCR02099800,FR,49.14900,7.08030,4
FRCR02100150,FR,49.14644,7.04152,4
FRCR02100600,FR,49.12725,7.47226,6
FRCR02100830,FR,49.14518,7.36310,7
FRCR02103800,FR,49.21123,6.83595,8
FRCR02103850,FR,49.22572,6.68887,11
FRCR02106410,FR,49.32946,6.57578,3
FRCR02106430,FR,49.34182,6.56712,5
FRDR06000890,FR,47.93536,5.86398,7
FRDR06000990,FR,48.09027,6.10194,5
FRDR06000997,FR,47.91706,5.99620,4
FRDR06001000,FR,47.84026,5.91739,9
FRDR06001180,FR,47.82896,5.63039,4
FRDR06001190,FR,47.82332,5.74293,5
FRDR06002000,FR,47.74583,6.07584,7
FRDR06003500,FR,47.63555,6.03324,7
FRDR06003600,FR,47.66173,5.97246,2
FRDR06003770,FR,47.53446,5.92084,4
FRDR06003850,FR,47.60580,5.79513,5
FRDR06004000,FR,47.54229,5.69311,7
FRDR06004870,FR,47.45130,5.65695,2
FRDR06005500,FR,47.39572,5.54409,6
FRDR06005700,FR,47.57826,5.40693,11
FRDR06006720,FR,47.34774,5.34982,6
FRDR06006900,FR,47.83028,6.70749,5
FRDR06008000,FR,47.62189,6.47380,3
FRDR06010000,FR,47.28790,5.55003,10
FRDR06011000,FR,47.19452,5.38257,4
FRDR06012055,FR,47.51337,5.19745,5
FRDR06012600,FR,47.28046,5.21754,1
FRDR06013800,FR,47.17837,5.30017,11
FRDR06014940,FR,47.20988,4.72565,3
FRDR06014970,FR,47.31487,4.85958,4
FRDR06016500,FR,47.11399,5.28030,10
FRDR06016940,FR,47.15045,5.20079,1
FRDR06017000,FR,47.13404,5.17987,3
FRDR06017050,FR,47.07370,5.16564,7
FRDR06017070,FR,46.99692,5.14354,3
FRDR06017200,FR,46.77258,6.27995,4
FRDR06018150,FR,46.94341,6.34336,4
FRDR06018185,FR,47.36695,6.43698,6
FRDR06018200,FR,46.94643,6.38470,3
FRDR06018500,FR,47.04749,6.64049,9
FRDR06020100,FR,47.26179,6.95142,5
FRDR06020500,FR,47.31737,6.81088,11
FRDR06021000,FR,47.45192,6.79153,7
FRDR06021500,FR,47.47225,6.84236,7
FRDR06022000,FR,47.54798,6.93411,11
FRDR06024000,FR,47.52176,6.84366,5
FRDR06027000,FR,47.45421,6.68216,4
FRDR06027700,FR,47.28551,6.14912,6
FRDR06029100,FR,47.17562,5.90527,7
FRDR06031200,FR,47.03552,5.45351,2
FRDR06031400,FR,47.03731,6.27527,5
FRDR06033000,FR,47.01480,5.49401,12
FRDR06035500,FR,46.90345,5.08501,10
FRDR06035690,FR,46.80163,4.56962,2
FRDR06036970,FR,46.98310,4.99635,11
FRDR06037300,FR,46.94337,5.01853,2
FRDR06037400,FR,46.87899,4.95546,4
FRDR06039500,FR,46.71096,4.93214,10
FRDR06039960,FR,46.37557,4.60578,7
FRDR06040400,FR,46.55022,4.56741,1
FRDR06041800,FR,46.67410,5.25858,6
FRDR06042500,FR,46.62818,5.42330,3
FRDR06043869,FR,46.51501,5.28767,5
FRDR06044900,FR,46.56064,5.05003,2
FRDR06045000,FR,46.51408,4.94677,12
FRDR06045750,FR,46.47563,4.85959,6
FRDR06045800,FR,46.44780,4.89661,3
FRDR06046000,FR,46.25763,5.19596,6
FRDR06047200,FR,46.42404,4.95848,6
FRDR06047360,FR,46.41125,4.78449,3
FRDR06047500,FR,46.28401,4.78102,2
FRDR06048540,FR,46.22965,5.07138,2
FRDR06049000,FR,46.27405,4.85902,8
FRDR06050820,FR,46.15811,4.83975,3
FRDR06051550,FR,46.12689,4.71586,6
FRDR06053800,FR,45.94411,4.72894,10
FRDR06057200,FR,45.83752,4.60188,11
FRDR06057700,FR,45.91187,4.72572,8
FRDR06059500,FR,45.79654,4.83191,27
FRDR06060000,FR,45.91950,6.77057,1
FRDR06061000,FR,45.98195,6.62869,6
FRDR06062600,FR,46.09760,6.64496,1
FRDR06063300,FR,46.07572,6.42864,8
FRDR06063500,FR,46.07387,6.39652,5
FRDR06063900,FR,46.14985,6.27025,8
FRDR06065700,FR,46.14466,5.96454,21
FRDR06066000,FR,46.38047,6.50763,5
FRDR06067760,FR,46.24422,5.79641,4
FRDR06068900,FR,46.02059,6.14642,4
FRDR06069050,FR,45.98637,5.84787,3
FRDR06069550,FR,45.75337,5.78277,3
FRDR06070100,FR,45.89892,6.05677,1
FRDR06071000,FR,45.87483,5.93818,1
FRDR06071900,FR,45.93350,5.84828,7
FRDR06072300,FR,45.84882,5.80229,15
FRDR06072400,FR,45.85396,5.80582,4
FRDR06073500,FR,45.64983,5.86214,11
FRDR06076420,FR,45.91258,5.66960,2
FRDR06077000,FR,45.70841,5.67709,7
FRDR06077500,FR,45.63844,5.62304,6
FRDR06078200,FR,45.36359,5.75415,4
FRDR06079000,FR,45.59270,5.63733,5
FRDR06079050,FR,45.62459,5.61590,4
FRDR06080000,FR,45.88267,5.34712,5
FRDR06080975,FR,45.56636,5.37113,8
FRDR06082500,FR,45.71524,5.15915,5
FRDR06083000,FR,45.77249,5.18643,5
FRDR06084000,FR,46.74121,5.79267,3
FRDR06084360,FR,46.59775,5.69935,3
FRDR06085500,FR,46.36687,5.71124,6
FRDR06086100,FR,46.17264,5.55478,6
FRDR06088800,FR,46.08997,5.40308,1
FRDR06090600,FR,45.94656,5.47686,6
FRDR06091625,FR,45.92072,5.22819,9
FRDR06092000,FR,45.81653,5.21241,7
FRDR06092500,FR,45.81158,5.08867,25
FRDR06093900,FR,45.64570,4.81658,5
FRDR06095000,FR,45.48270,4.52703,5
FRDR06097000,FR,45.58750,4.76119,16
FRDR06098000,FR,45.58124,4.78083,7
FRDR06100000,FR,45.52747,4.88015,6
FRDR06100900,FR,45.31843,4.76718,3
FRDR06101000,FR,45.31128,4.81023,3
FRDR06101205,FR,45.34076,5.09265,7
FRDR06103500,FR,45.20594,4.78673,7
FRDR06104000,FR,45.18402,4.81166,17
FRDR06105568,FR,45.02925,4.49385,2
FRDR06106030,FR,45.05945,4.77827,3
FRDR06106250,FR,44.95128,4.93516,4
FRDR06106600,FR,44.85372,4.83958,18
FRDR06106684,FR,44.83851,4.86494,2
FRDR06106920,FR,44.91660,4.41918,2
FRDR06107900,FR,44.82428,4.79888,10
FRDR06107980,FR,44.67106,5.27127,4
FRDR06108000,FR,44.76833,5.32281,5
FRDR06109050,FR,44.56688,5.50519,5
FRDR06109100,FR,44.76926,4.82534,11
FRDR06110110,FR,47.18829,5.38625,6
FRDR06110400,FR,44.57908,4.70777,1
FRDR06111555,FR,43.74385,6.50175,5
FRDR06113000,FR,44.45196,4.69820,17
FRDR06113270,FR,44.41398,4.76755,2
FRDR06113500,FR,44.36834,4.64896,4
FRDR06114155,FR,44.62962,4.16002,4
FRDR06114295,FR,44.67182,4.36335,4
FRDR06114450,FR,44.55130,4.40944,9
FRDR06115080,FR,44.45936,4.44629,8
FRDR06115090,FR,44.38621,4.40824,7
FRDR06115700,FR,44.28374,4.59791,5
FRDR06116620,FR,44.41419,5.35554,1
FRDR06116720,FR,44.37053,5.15238,2
FRDR06117100,FR,44.29182,5.01534,2
FRDR06117220,FR,44.42318,4.98393,2
FRDR06117450,FR,44.21538,4.71142,3
FRDR06117500,FR,44.12659,4.71818,5
FRDR06118000,FR,44.11111,4.78581,6
FRDR06118550,FR,44.32403,3.96090,1
FRDR06119000,FR,44.25154,4.21148,1
FRDR06120000,FR,44.22464,4.26344,4
FRDR06120560,FR,44.18201,4.46591,1
FRDR06121000,FR,44.14730,4.67894,7
FRDR06121020,FR,44.11420,4.69039,6
FRDR06121500,FR,44.07181,4.76891,3
FRDR06123250,FR,44.03953,5.01196,3
FRDR06123500,FR,44.01334,4.87140,10
FRDR06123700,FR,43.91950,5.13141,1
FRDR06124000,FR,43.93834,5.03875,3
FRDR06126600,FR,43.89776,4.70160,12
FRDR06128000,FR,44.09455,4.09938,8
FRDR06128620,FR,44.17545,3.75054,6
FRDR06128720,FR,44.07509,3.96221,4
FRDR06129000,FR,44.03927,3.99869,1
FRDR06129550,FR,43.99203,4.21729,2
FRDR06129700,FR,43.94522,4.28171,5
FRDR06129950,FR,43.98276,4.44148,3
FRDR06130500,FR,43.93176,4.56285,10
FRDR06131550,FR,43.67891,4.62292,26
FRDR06131900,FR,43.66593,4.45299,3
FRDR06132900,FR,45.44980,7.01341,3
FRDR06133350,FR,45.41184,6.70850,3
FRDR06133600,FR,45.53241,6.59940,9
FRDR06134000,FR,45.48175,6.52585,14
FRDR06134500,FR,45.56261,6.46746,3
FRDR06135500,FR,45.82212,6.53374,6
FRDR06137000,FR,45.69415,6.40260,9
FRDR06137200,FR,45.58403,6.27015,3
FRDR06137560,FR,45.28408,6.81259,1
FRDR06138150,FR,45.19577,6.62950,7
FRDR06139500,FR,45.48227,6.29242,5
FRDR06139815,FR,45.48970,6.15105,2
FRDR06141000,FR,45.43532,6.00416,4
FRDR06141520,FR,45.23366,5.97790,1
FRDR06141900,FR,45.19862,5.76979,9
FRDR06142450,FR,44.72488,6.25519,1
FRDR06142500,FR,44.73536,6.00402,2
FRDR06142687,FR,44.90077,5.78094,4
FRDR06143650,FR,44.96755,6.15485,1
FRDR06143950,FR,45.11570,6.01313,7
FRDR06144900,FR,45.08325,5.74647,4
FRDR06146500,FR,45.19205,5.70160,9
FRDR06147130,FR,45.28613,5.52770,4
FRDR06147140,FR,45.29339,5.52191,2
FRDR06147200,FR,45.20804,5.46675,5
FRDR06147250,FR,45.12478,5.32995,9
FRDR06147840,FR,45.06523,5.39257,5
FRDR06148200,FR,45.08497,5.18352,2
FRDR06148850,FR,45.05014,5.03422,2
FRDR06149500,FR,45.01860,4.93672,20
FRDR06149900,FR,44.94013,6.68279,4
FRDR06150500,FR,44.86168,6.59572,2
FRDR06150795,FR,44.65788,6.63160,1
FRDR06151000,FR,44.55653,6.50207,1
FRDR06151900,FR,44.52114,6.76445,2
FRDR06152700,FR,44.45998,6.19753,4
FRDR06153630,FR,44.27597,6.01568,2
FRDR06153900,FR,44.21485,5.93471,2
FRDR06154000,FR,44.47932,6.08197,3
FRDR06154660,FR,44.57093,5.98067,2
FRDR06154850,FR,44.44283,5.71366,3
FRDR06156230,FR,44.27027,5.80973,3
FRDR06157750,FR,44.26627,6.27518,2
FRDR06158000,FR,44.04038,6.14194,6
FRDR06159000,FR,44.03534,5.96444,12
FRDR06159385,FR,44.00986,6.25987,4
FRDR06159390,FR,43.87868,5.90930,5
FRDR06159800,FR,43.76559,5.79052,4
FRDR06159900,FR,43.96137,6.51383,3
FRDR06159930,FR,44.17390,6.61779,4
FRDR06160500,FR,43.80544,6.44110,5
FRDR06161400,FR,43.77179,5.95380,6
FRDR06161500,FR,43.72938,5.82449,5
FRDR06162000,FR,43.69682,5.71922,2
FRDR06162350,FR,43.64090,5.61805,5
FRDR06162600,FR,43.71019,5.36456,4
FRDR06163900,FR,43.86262,5.57301,4
FRDR06165050,FR,43.85817,5.16166,2
FRDR06165900,FR,43.85854,5.00336,2
FRDR06166000,FR,43.88828,4.91618,4
FRDR06166720,FR,42.42951,1.94092,1
FRDR06167000,FR,42.49465,2.71841,8
FRDR06168000,FR,42.58562,2.98540,4
FRDR06169050,FR,42.63780,2.99194,4
FRDR06169880,FR,42.50378,2.14917,4
FRDR06169950,FR,42.49704,2.35640,2
FRDR06170000,FR,42.64416,2.48366,3
FRDR06172100,FR,42.71082,3.02341,6
FRDR06173500,FR,42.80044,2.64176,1
FRDR06173650,FR,42.79818,2.72033,4
FRDR06175000,FR,42.76396,2.98710,8
FRDR06175320,FR,43.04984,2.89961,3
FRDR06175540,FR,42.70900,2.14086,4
FRDR06175645,FR,42.81656,2.20073,1
FRDR06176000,FR,42.96874,2.25925,3
FRDR06176670,FR,43.11027,2.18183,3
FRDR06176950,FR,42.93839,2.28052,1
FRDR06177000,FR,43.11692,2.28426,7
FRDR06177500,FR,43.15773,2.30690,1
FRDR06177910,FR,43.29424,1.97931,6
FRDR06177950,FR,43.30477,2.01659,12
FRDR06177959,FR,43.25545,2.17988,8
FRDR06177980,FR,43.23873,2.36191,4
FRDR06177988,FR,43.24602,2.39158,2
FRDR06178000,FR,43.21334,2.42143,11
FRDR06178014,FR,43.34762,3.16568,1
FRDR06178023,FR,43.89530,4.00669,6
FRDR06178025,FR,43.88682,4.03679,3
FRDR06179000,FR,43.25522,2.41065,3
FRDR06179500,FR,43.24336,2.66452,1
FRDR06179550,FR,43.26382,2.62964,4
FRDR06179700,FR,43.22595,2.89255,9
FRDR06179800,FR,43.10534,2.62644,1
FRDR06179995,FR,43.25466,2.93854,4
FRDR06180000,FR,43.24599,2.96053,6
FRDR06180900,FR,43.24730,3.11104,5
FRDR06181906,FR,43.99720,3.67505,3
FRDR06181910,FR,44.08732,3.60458,9
FRDR06181945,FR,43.89797,3.49017,6
FRDR06182050,FR,43.84406,3.70072,4
FRDR06183000,FR,43.62819,3.47733,7
FRDR06183500,FR,43.56805,3.47128,1
FRDR06184000,FR,43.38405,3.44665,2
FRDR06184800,FR,43.72301,3.13089,7
FRDR06184980,FR,43.59445,3.12216,4
FRDR06185900,FR,43.56045,2.91202,1
FRDR06188500,FR,43.31217,3.25301,11
FRDR06188740,FR,43.31141,3.40108,6
FRDR06188785,FR,43.69717,3.85505,3
FRDR06188900,FR,43.43478,3.60764,3
FRDR06189500,FR,43.57052,3.89777,6
FRDR06192000,FR,43.63913,4.19082,9
FRDR06193700,FR,43.60716,4.21370,7
FRDR06194000,FR,43.47917,5.42274,9
FRDR06194800,FR,43.47192,5.61719,3
FRDR06195000,FR,43.50573,5.34792,1
FRDR06195500,FR,43.50485,5.13224,8
FRDR06196500,FR,43.68749,4.87927,6
FRDR06196850,FR,43.54135,5.04283,5
FRDR06196950,FR,43.41134,5.20168,7
FRDR06198100,FR,43.27508,5.40943,4
FRDR06200700,FR,43.24082,6.32074,7
FRDR06202000,FR,43.13075,6.16539,5
FRDR06202750,FR,43.51093,6.01129,4
FRDR06202860,FR,43.51114,6.01702,1
FRDR06204000,FR,43.43696,6.17014,7
